incident_id,incident_name,incident_longitude,incident_latitude,incident_county,incident_date_last_update,incident_dateonly_extinguished,incident_is_final,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_type,incident_url,incident_date_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
c9bb59f7-be32-4296-8c11-3f1233116827,Antelope Fire,-120.3291855,39.6923001,Sierra,2020-02-24T14:41:27Z,2020-02-20,Y,2020-02-17T15:04:08Z,USFS Tahoe National Forest,,"Hwy 49 and Fillippini Road, Sierraville",102,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/2/17/antelope-fire/,2020-02-20T14:40:00Z,2020-02-17,N,FALSE,FALSE
f6e7a62d-4796-452d-8e41-66ed1aef6d63,Beegum Fire,-122.8472222,40.33583333,Tehama,2020-02-24T14:32:24Z,2020-02-24,Y,2020-02-23T08:35:30Z,CAL FIRE Tehama-Glenn Unit,,"Off of Highway 36 West and Tedoc Rd, West of Red Bluff",75,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/2/23/beegum-fire/,2020-02-24T14:32:00Z,2020-02-23,N,TRUE,FALSE
edd2012d-0574-46a1-97d5-9ca42e7c5912,Wood Fire,-120.49392,40.62155,Lassen,2020-02-24T14:45:55Z,2020-02-23,Y,2020-02-23T17:50:20Z,Bureau of Land Management,,"Off Horselake Road and Woodranch Road, East of Susanville",57,100,,Bureau of Land Management,Wildfire,https://www.fire.ca.gov/incidents/2020/2/23/wood-fire/,2020-02-23T14:45:00Z,2020-02-23,N,FALSE,FALSE
ad9ab6b9-53ed-417c-a490-6b594974f110,Baseball Fire,-122.9411111,39.75638899,"Glenn, Mendocino",2020-03-09T11:22:07Z,2020-03-03,Y,2020-02-25T14:17:21Z,Mendocino National Forest,,"Off Atchison Creek, East of Covelo",211,100,,Mendocino National Forest,Wildfire,https://www.fire.ca.gov/incidents/2020/2/25/baseball-fire/,2020-03-03T11:21:00Z,2020-02-25,N,FALSE,FALSE
405d5f3f-66c9-4b69-8660-82780fa582b5,Grizzly Fire,-122.384532,39.774968,Glenn,2020-03-05T07:27:29Z,2020-03-05,Y,2020-03-02T14:08:05Z,CAL FIRE Tehama-Glenn Unit,,"Grizzly Flat Recreation Area, west of Orland",154,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/3/2/grizzly-fire/,2020-03-05T07:26:00Z,2020-03-02,N,TRUE,FALSE
e1298aaa-1337-412e-ba09-7b29e87dad8b,Mann Fire,-117.51793,33.96957,Riverside,2020-03-06T20:15:27Z,,Y,2020-03-03T11:13:50Z,CAL FIRE/ Riverside County Fire Department,,"Santa Ana Riverbottom near California Ave and Grulla Ct, South of Jurupa Valley",180,100,,CAL FIRE/ Riverside County Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2020/3/3/mann-fire/,,2020-03-03,N,TRUE,FALSE
7411452c-1613-4e4f-afe6-865db0c476c4,Baker Fire,-121.12381,39.45493,Yuba,2020-03-18T10:48:19Z,,Y,2020-03-03T15:20:43Z,Tahoe National Forest,,"Near Bullards Bar Reservoir, West of Camptonville",,,,Tahoe National Forest,Wildfire,https://www.fire.ca.gov/incidents/2020/3/3/baker-fire/,,2020-03-03,N,FALSE,FALSE
083f1638-4369-410f-9b57-d53cfaa938f7,South Main Fire,-117.40906,33.65263,Riverside,2020-03-09T11:20:45Z,,Y,2020-03-06T12:44:00Z,CAL FIRE / Riverside County Fire,,"Off South Main Divide & Hacienda Rd, El Cariso",20,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/3/6/south-main-fire/,,2020-03-06,N,TRUE,FALSE
a87d4713-817a-47ac-9fa5-427c474cf9a5,Carter Fire,-115.5865,32.93432,Imperial,2020-04-20T13:51:38Z,2020-04-12,Y,2020-04-04T20:22:08Z,Imperial County Fire Departmant,,"Off Austin Road and Weaver Road, South of Brawley",275,100,,Imperial County Fire Departmant,Wildfire,https://www.fire.ca.gov/incidents/2020/4/4/carter-fire/,2020-04-12T13:51:00Z,2020-04-04,N,FALSE,FALSE
3eff88c0-89ee-4abe-8f6d-f74b90c42f30,Red Fire,-122.43905,40.09554,Tehama,2020-04-26T09:53:40Z,2020-04-24,Y,2020-04-23T20:52:04Z,CAL FIRE Tehama-Glenn Unit,,"Red Bank Road, Southwest of Red Bluff",26,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/4/23/red-fire/,2020-04-24T09:53:00Z,2020-04-23,N,TRUE,FALSE
4b1b0f5b-a4f9-4965-ad6a-029c9d89c68c,Bar Fire,-122.97693,40.63442,Trinity,2020-05-01T16:49:57Z,,Y,2020-04-25T14:59:00Z,CAL FIRE Shasta-Trinity Unit,,Bar K Rd & Shady Creek Lane in Douglas City,55,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/4/25/bar-fire/,,2020-04-25,N,TRUE,FALSE
18b88d88-2c76-41cb-9b07-5c9dda8f56d9,Byron Fire,-121.595225,37.82066,Contra Costa,2020-04-27T20:34:21Z,2020-04-27,Y,2020-04-27T14:59:04Z,Contra Costa Fire Protection District,,"Byron Highway and Bruns Ave, southeast of Byron",47,100,,Contra Costa Fire Protection District,Wildfire,https://www.fire.ca.gov/incidents/2020/4/27/byron-fire/,2020-04-27T20:33:00Z,2020-04-27,N,FALSE,FALSE
2dac9fb4-1c2a-405a-93be-92ed7788a1d2,Interstate 5 Fire,-120.106407,36.075003,Kings,2020-05-07T13:31:33Z,2020-05-03,Y,2020-05-03T15:52:04Z,Kings County Fire Department,,"Interstate 5 & Avenal Cutoff, south of Fresno County line",2060,100,,Kings County Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2020/5/3/interstate-5-fire/,2020-05-03T13:31:00Z,2020-05-03,N,FALSE,FALSE
d0dbf515-0e04-42d9-a46b-8ea21d18374a,Hollister Fire,-120.29379,34.47438,Santa Barbara,2020-05-18T13:50:33Z,2020-05-09,Y,2020-05-07T08:10:19Z,Santa Barbara County Fire Department,,"Hollister Ranch, West of Goleta in Gaviota",156,100,Forward spread has stopped,Santa Barbara County Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2020/5/7/hollister-fire/,2020-05-09T13:50:00Z,2020-05-07,N,FALSE,FALSE
9a8425a9-f3ba-4afe-82d2-d9a9776959aa,Candy Fire,-121.47273,39.42208,Butte,2020-07-24T15:35:00Z,2020-05-08,Y,2020-05-08T14:46:20Z,CAL FIRE/Butte County Fire,,"Candy Cane Ln and Apache Hill Rd, west of Palermo",17,100,,CAL FIRE/Butte County Fire,Wildfire,https://www.fire.ca.gov/incidents/2020/5/8/candy-fire/,2020-05-08T15:21:00Z,2020-05-08,N,FALSE,FALSE
3788f0dd-0d61-4458-95a2-ebda03b815b2,Gilman Fire,-117.024114,33.861054,Riverside,2020-05-19T12:01:22Z,2020-05-18,Y,2020-05-18T13:38:14Z,CAL FIRE / Riverside County Fire,,"Gilman Springs Road and Slegers Street, Southeast of Moreno Valley",20,100,,CAL FIRE / Riverside County Fire,Wildfire,https://www.fire.ca.gov/incidents/2020/5/18/gilman-fire/,2020-05-18T18:11:00Z,2020-05-18,N,TRUE,FALSE
0fa5653a-c3c8-4aad-84ce-8d1dd74f211b,Acres Fire,-119.982359,37.11715,Madera,2020-05-21T19:20:59Z,,Y,2020-05-21T11:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Near Road 602 and Road 603,152,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/5/21/acres-fire/,,2020-05-21,N,FALSE,FALSE
adbbc326-9f9a-434d-b18b-67a44f3906e5,Spanish Fire,-122.403634,38.697834,Napa,2020-05-23T14:42:38Z,2020-05-23,Y,2020-05-22T15:27:09Z,CAL FIRE Sonoma Lake Napa Unit,,"Spanish Valley Trail and Stagecoach Canyon, Northwest of Lake Berryessa",20,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/5/22/spanish-fire/,2020-05-23T14:00:00Z,2020-05-22,N,FALSE,FALSE
53d70cde-ef0f-49c1-80a9-dc306a8cc043,Range Fire,-120.70524,35.34237,San Luis Obispo,2020-05-28T08:23:28Z,2020-05-28,Y,2020-05-27T19:33:55Z,Department of Defense,,Range M22 Camp Roberts Military Reserve,5000,100,"The Range Fire started May 27, 2020 near Range M22 Camp Roberts Military Reserve, north of San Luis Obispo in San Luis Obispo County.",Department of Defense,Wildfire,https://www.fire.ca.gov/incidents/2020/5/27/range-fire/,2020-05-28T06:45:00Z,2020-05-27,N,FALSE,FALSE
57f40970-22b5-4d75-a8f2-2482a18f5bca,Harley Fire,-117.34934,33.83167,Riverside,2020-05-28T21:18:24Z,2020-05-28,Y,2020-05-28T17:08:59Z,CAL FIRE / Riverside County Fire,,"19000 Block of Gustin Road, East of Lake Mathews",60,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/5/28/harley-fire/,2020-05-28T20:30:00Z,2020-05-28,N,TRUE,FALSE
0e1e69d4-cb59-4228-8c55-f18e6b5ad71c,Creek Fire,-86.8616,35.9994,Contra Costa,2020-05-30T18:06:45Z,,Y,2020-05-30T17:48:59Z,CAL FIRE Santa Clara Unit,,"Round Valley Regional Park, southwest of Brentwood in Contra Costa County",60,50,,,Wildfire,https://www.fire.ca.gov/incidents/2020/5/30/creek-fire/,,2020-05-30,N,TRUE,FALSE
7a979a96-aeab-4afd-b55f-532882f36a6b,Scorpion Fire,-119.74577,34.01389,Santa Barbara,2020-06-01T18:06:04Z,,Y,2020-05-31T18:09:09Z,,,Scorpion Valley on Santa Cruz Island in Santa Barbara county,1395,100,,Channel Islands National Park,Wildfire,https://www.fire.ca.gov/incidents/2020/5/31/scorpion-fire/,,2020-05-31,N,FALSE,FALSE
8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd,Acres Fire,-119.93221,37.11806,Madera,2020-06-01T17:30:29Z,,Y,2020-06-01T15:29:05Z,CAL FIRE Madera-Mariposa-Merced Unit,,"Road 600 and Road 603,",237,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/1/acres-fire/,,2020-06-01,N,TRUE,FALSE
0b723ec6-680d-464b-ba30-b444506ceb44,Nash Fire,-123.48018,39.1296,Mendocino,2020-06-01T19:10:03Z,,Y,2020-06-01T17:41:59Z,CAL FIRE Mendocino Unit,,Nash Mill Rd and Big Meadow Rd,10,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/1/nash-fire/,,2020-06-01,N,FALSE,FALSE
0eca3343-e9f9-4d09-9fc3-95ab90b153ae,Horn Fire,-120.288882,40.809323,Lassen,2020-06-02T18:33:56Z,2020-06-02,Y,2020-06-02T17:01:52Z,Northern California District - Susanville,,"Horn Road and Mail Route Road, east of Ravendale in Lassen County.",37,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/2/horn-fire/,2020-06-02T18:33:00Z,2020-06-02,N,FALSE,FALSE
94b147a7-68ac-4e60-ba42-81fce8facd30,Smoketree Fire,-116.524014,33.782532,Riverside,2020-06-17T08:35:01Z,2020-06-07,Y,2020-06-02T19:38:16Z,City of Palm Springs City Fire/ California Desert District,,East Murray Canyon Dr and S Toledo Ave,129,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/2/smoketree-fire/,2020-06-07T08:34:00Z,2020-06-02,N,FALSE,FALSE
2672d8d0-6523-40da-ae4e-6ae6d48e810a,Wildlife Fire,-122.042199,38.232281,Solano,2020-06-10T09:27:21Z,2020-06-04,Y,2020-06-03T18:26:25Z,Suisun City Fire Department,,Kellogg St and Maple St,300,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/3/wildlife-fire/,2020-06-04T09:26:00Z,2020-06-03,N,FALSE,FALSE
0416a81f-0a17-4835-b05e-fe59a6e7379a,Silver Fire,-121.726223,37.329163,Santa Clara,2020-06-04T17:37:30Z,,Y,2020-06-04T07:38:05Z,CAL FIRE Santa Clara Unit,,"Dutch Flat Trail, East of San Jose",19,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/4/silver-fire/,,2020-06-04,N,FALSE,FALSE
a5085c95-252d-4d1c-9e8a-6657a74b7ed5,Brock Fire,-122.097933,40.837885,Shasta,2020-06-10T07:31:01Z,2020-06-04,Y,2020-06-04T16:36:17Z,U.S Forest Service - Shasta-Trinity National Forest,,"Lake Shasta, West of Round Mountain",15,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/4/brock-fire/,2020-06-04T07:30:00Z,2020-06-04,N,FALSE,FALSE
3837f75a-208d-41d0-8d89-5719a11912ef,Colleen Fire,-121.851895,37.229703,Santa Clara,2020-06-07T07:43:06Z,2020-06-07,Y,2020-06-04T19:36:47Z,Unified Command: CAL FIRE Santa Clara Unit and City of San Jose,,"Colleen Dr, South San Jose",126,100,Evacuations in progress,City of San Jose,Wildfire,https://www.fire.ca.gov/incidents/2020/6/4/colleen-fire/,2020-06-07T07:42:00Z,2020-06-04,N,FALSE,FALSE
57a6f6b7-eba1-4ed7-ba7b-6b078b06731d,Karchner Fire,-121.340239,38.98487,Placer,2020-06-05T12:33:42Z,2020-06-05,Y,2020-06-05T09:04:00Z,CAL FIRE Nevada Yuba Placer Unit,,"Karchner Road and Riosa Road, East of Wheatland",39,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/5/karchner-fire/,2020-06-05T12:32:00Z,2020-06-05,N,TRUE,FALSE
db5ad2e7-dc3d-41f2-91b4-4019857ee51e,Lakeville Fire,-122.549816,38.224849,Sonoma,2020-06-06T18:39:42Z,2020-06-06,Y,2020-06-05T16:56:55Z,CAL FIRE Sonoma Lake Napa Unit,,"Lakeville Highway and Stage Gulch Road, Southeast of Petaluma",141,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/5/lakeville-fire/,2020-06-06T18:37:00Z,2020-06-05,N,TRUE,FALSE
5698ae57-d61f-421b-8b75-623e9aa6debb,McGary Fire,-122.156313,38.196893,Solano,2020-06-10T15:11:25Z,2020-06-05,Y,2020-06-05T17:09:00Z,Cordelia Fire Department,,"McGary Road and Highway 80, Southwest of Cordelia",79,100,,Cordelia Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2020/6/5/mcgary-fire/,2020-06-05T15:10:00Z,2020-06-05,N,FALSE,FALSE
e3e89516-4647-44bf-bd24-3293303f0776,Gulch Fire,-122.536406,38.216134,Sonoma,2020-06-08T18:33:16Z,2020-06-08,Y,2020-06-06T16:19:20Z,CAL FIRE Sonoma Lake Napa Unit,,"Stage Gulch Road and Lakeville Highway, North of Lakeville",107,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/6/gulch-fire/,2020-06-08T18:30:00Z,2020-06-06,N,TRUE,FALSE
74b04a44-7cc1-4c8e-bd9e-9f3efa631df4,Quail Fire,-122.038208,38.470809,Solano,2020-08-13T11:22:09Z,2020-06-10,Y,2020-06-06T16:36:26Z,CALFIRE Sonoma Lake Napa Unit,,"Quail Canyon Road and Pleasants Valley Road, Southwest of Winters",1837,100,,"Cooperating Agencies: Vacaville City FD, Vacaville FPD, Montezuma FPD, Vallejo, Suisun City FD, Suisun FPD, Fairfield FP, Dixon FD, CDCR Vacaville, Cordelia FPD, Madison FPD, Winters FD Strike teams from: Contra Costa County, Marin County, San Francisco County",Wildfire,https://www.fire.ca.gov/incidents/2020/6/6/quail-fire/,2020-06-10T07:48:00Z,2020-06-06,N,TRUE,FALSE
b5527f83-ebbe-4b09-a701-4b4fe6d37b45,Willow Fire,-122.002811,37.994368,Contra Costa,2020-06-07T07:55:42Z,2020-06-07,Y,2020-06-06T18:00:51Z,CALFIRE Santa Clara Unit,,"Willow Pass Court and Evora Road, Northeast of Concord",100,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/6/willow-fire/,2020-06-07T07:52:00Z,2020-06-06,N,FALSE,FALSE
9247b89a-38f0-4e14-ac4a-59386cf867b4,Bitterwater Fire,-121.0781,36.2644,Monterey,2020-06-08T14:42:39Z,,Y,2020-06-07T14:43:51Z,CAL FIRE San Benito-Monterey,,"off Bitterwater road, northeast of King City in Monterey County.",211,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/7/bitterwater-fire/,,2020-06-07,N,TRUE,FALSE
876b63ff-62a2-4584-8aa2-d99f027c0e9f,Hunters Fire,-120.215454,37.61955,Mariposa,2020-06-10T07:03:48Z,2020-06-10,Y,2020-06-07T19:15:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Hunters Valley Road and Detwiler Road in Mariposa County.,85,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/7/hunters-fire/,2020-06-10T07:03:00Z,2020-06-07,N,TRUE,FALSE
5a6e0c14-2906-4547-8024-e7b33071104b,Sperry Fire,-121.16483,37.463636,Stanislaus,2020-08-13T11:22:26Z,2020-06-08,Y,2020-06-08T13:55:53Z,CAL FIRE Santa Clara Unit,,"Diablo Grande Parkway and Del Puerto Canyon Road, West of Patterson",80,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/8/sperry-fire/,2020-06-08T18:42:00Z,2020-06-08,N,TRUE,FALSE
8a4b6636-55b6-4999-9de4-7b0cb22390a2,Grand Fire,-117.37581,33.638067,Riverside,2020-06-09T12:24:46Z,2020-06-09,Y,2020-06-08T15:45:17Z,CAL FIRE / Riverside County Fire,,"S Main Divide Road near DeCariso Road, West of Lake Elsinore",27,100,,CAL FIRE / Riverside County Fire,Wildfire,https://www.fire.ca.gov/incidents/2020/6/8/grand-fire/,2020-06-09T09:51:00Z,2020-06-08,N,TRUE,FALSE
6b50bab1-7dcf-43c8-b4d1-afada595dd32,Bradley Fire,-120.81509,35.94979,Monterey,2020-06-09T12:24:17Z,2020-06-09,Y,2020-06-08T16:16:07Z,CAL FIRE San Benito Monterey Unit,,"Sargents Canyon and Alvardo Road, North of Bradley",230,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/8/bradley-fire/,2020-06-09T12:24:00Z,2020-06-08,N,TRUE,FALSE
125e30fa-37fb-46ea-86ab-13058518aab6,Sierra Fire,-117.46036,33.82925,Riverside,2020-08-13T11:22:36Z,2020-06-09,Y,2020-06-08T17:46:04Z,Corona Fire Department,,La Sierra Avenue and Cajalco Road,100,100,,Corona Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2020/6/8/sierra-fire/,2020-06-09T18:45:00Z,2020-06-08,N,FALSE,FALSE
fdd59b55-6aa2-442f-b788-e1291bb49cb1,Oak Fire,-116.89655,33.78275,Riverside,2020-06-08T20:50:06Z,2020-06-08,Y,2020-06-08T20:50:06Z,CAL FIRE Riverside County Fire Department,,"45000 Block of Castile Canyon Road, East of San Jacinto in Riverside County is 15 acres.",20,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/8/oak-fire/,2020-06-08T20:46:00Z,2020-06-08,N,TRUE,FALSE
d77e9eeb-a4ed-41b8-adff-9dd99aac5971,Cronan Fire,-120.988571,38.827755,El Dorado,2020-06-10T18:11:53Z,,Y,2020-06-09T14:35:25Z,CAL FIRE Amador-El Dorado Unit,,"at Cronan Ranch off of Pedro Hill, near the community of Pilot Hill",29,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/9/cronan-fire/,,2020-06-09,N,TRUE,FALSE
dc1f8080-9c95-40e3-859b-71f6a080f05b,Vineyard Fire,-123.21318,38.89695,Mendocino,2020-06-10T18:59:05Z,2020-06-10,Y,2020-06-09T15:22:55Z,CAL FIRE Mendocino Unit,,"Highway 128 and Elkhorn Road, South of Yorkville",151,100,,"Cooperating Agencies: CAL FIRE, Anderson Valley Fire Department and Hopland Fire Protection District",Wildfire,https://www.fire.ca.gov/incidents/2020/6/9/vineyard-fire/,2020-06-10T18:57:00Z,2020-06-09,N,TRUE,FALSE
21f49b4c-a5cd-4f17-90fd-b9f464b823c1,India Fire,-117.47166,33.37579,San Diego,2020-06-25T09:23:48Z,2020-06-12,Y,2020-06-09T21:51:40Z,Camp Pendleton,,"Roblar Rd and Basilone Rd, Camp Pendleton Marine Corps Base",1100,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/9/india-fire/,2020-06-12T09:23:00Z,2020-06-09,N,FALSE,FALSE
4561c1c7-f447-4450-9ea8-f9717ee19f8d,Lime Fire,-118.77347,34.46182,Ventura,2020-06-17T13:43:05Z,2020-06-17,Y,2020-06-10T18:30:38Z,"Unified Command: CAL FIRE, Ventura County Fire Department and Las Padres National Forrest",,"Lime Canyon Rd and Piru Canyon Rd, west of Lake Piru",803,100,,Ventura County Fire Department,Wildfire,https://www.fire.ca.gov/incidents/2020/6/10/lime-fire/,2020-06-17T13:42:00Z,2020-06-10,N,TRUE,FALSE
36e3b13b-c2d3-44f5-ba9f-23c1e9f73878,Skyline Fire,-116.7862,32.73044,San Diego,2020-06-14T18:48:11Z,2020-06-14,Y,2020-06-11T13:08:40Z,CAL FIRE San Diego Unit,,Skyline Truck Trail,100,100,Forward spread stopped. Evacuations Lifted,"Cooperating Agencies: SDSO, U.S. Forest Service",Wildfire,https://www.fire.ca.gov/incidents/2020/6/11/skyline-fire/,2020-06-14T18:47:00Z,2020-06-11,N,TRUE,FALSE
203115aa-8ef9-436c-9d18-32613f9fa286,Border 7 Fire,-116.690712,32.580882,San Diego,2020-06-13T18:00:48Z,2020-06-13,Y,2020-06-11T16:57:46Z,CAL FIRE San Diego Unit,,Marron Valley,90,100,,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/11/border-7-fire/,2020-06-13T18:00:00Z,2020-06-11,N,TRUE,FALSE
e86309b6-2223-4448-a7a2-bb83d4bc8352,Watt Fire,-121.378879,38.733421,Placer,2020-06-11T20:51:28Z,2020-06-11,Y,2020-06-11T18:25:12Z,CAL FIRE Nevada-Yuba-Placer Unit,,PFE Rd and Watt Ave,40,100,Acreage change due to better mapping.,,Wildfire,https://www.fire.ca.gov/incidents/2020/6/11/watt-fire/,2020-06-11T20:46:00Z,2020-06-11,N,TRUE,FALSE
86e91f38-4e2e-406f-ad97-5a3b47a9ce76,Grant Fire,-121.201927,38.520981,Sacramento,2020-06-17T08:11:28Z,2020-06-17,Y,2020-06-12T12:41:17Z,CAL FIRE Amador-El Dorado Unit,,Grantline Road and Keifer Blvd,5042,100,,"Sac Metro, Folsom FD, Cosumnes FD, USFS, Rescue FD, El Dorado Hills FPD, Cameron Park FD, Wilton FD, Bureau of Indian Affairs, Sac Sheriff’s Office, CHP, Rancho Cordova Police, Folsom Police, PG&E, SMUD",Wildfire,https://www.fire.ca.gov/incidents/2020/6/12/grant-fire/,2020-06-17T08:11:00Z,2020-06-12,N,TRUE,FALSE
